,director_name,num_critic_for_reviews,duration,director_facebook_likes,actor_3_facebook_likes,actor_2_name,actor_1_facebook_likes,gross,genres,actor_1_name,num_voted_users,cast_total_facebook_likes,actor_3_name,facenumber_in_poster,plot_keywords,num_user_for_reviews,language,country,content_rating,budget,title_year,actor_2_facebook_likes,imdb_score,aspect_ratio,movie_facebook_likes,movie_category
1519,Rand Ravich,107.0,109.0,7.0,1000.0,Charlize Theron,40000.0,10654581.0,Drama,Johnny Depp,45497,52621,Clea DuVall,0.0,astronaut|electrocuted in bathtub|mission|pilot|sister,260.0,English,USA,R,34000000.0,1999.0,9000.0,5.3,1.85,1000,average
1520,Hugh Hudson,52.0,114.0,46.0,292.0,Eva Marie Saint,818.0,6543194.0,Romance,Liam Aiken,3740,1778,Vincent Perez,1.0,dream|italian|kenya|ranch|snake,61.0,English,USA,PG-13,34000000.0,2000.0,649.0,5.6,2.35,314,average
1521,Gabriele Muccino,135.0,105.0,125.0,2000.0,Dennis Quaid,18000.0,13101142.0,Romance,Gerard Butler,23916,23122,Judy Greer,5.0,coach|soccer|soccer coach|soccer mom|soccer team,50.0,English,USA,PG-13,35000000.0,2012.0,2000.0,5.7,2.35,0,average
1522,Justin Chadwick,211.0,141.0,56.0,38.0,Fana Mokoena,113.0,8324748.0,Biography,Terry Pheto,21223,301,Tony Kgoroge,1.0,africa|apartheid|nelson mandela|president|resistance,108.0,English,UK,PG-13,35000000.0,2013.0,98.0,7.1,2.35,13000,hit
1524,Rob Reiner,81.0,138.0,0.0,574.0,Demi Moore,10000.0,141340178.0,Drama,Tom Cruise,181879,14619,Kevin Pollak,0.0,cuba|guantanamo|lance corporal|lawyer|murder,319.0,English,USA,R,40000000.0,1992.0,2000.0,7.6,2.35,0,hit
1525,Andrzej Bartkowiak,107.0,101.0,43.0,655.0,Bill Duke,2000.0,51758599.0,Comedy,Michael Jai White,27580,5942,Bruce McGill,0.0,corrupt cop|drug dealer|drugs|heroin|vice president,232.0,English,USA,R,33000000.0,2001.0,1000.0,5.5,2.35,742,average
1526,Raja Gosnell,100.0,99.0,67.0,330.0,Cedric the Entertainer,826.0,117559438.0,Comedy,Nia Long,66941,1790,Tichina Arnold,1.0,disguise|fbi|female impersonation|gender disguise|obesity,148.0,English,USA,PG-13,30000000.0,2000.0,436.0,5.1,1.85,1000,average
1528,Chris Gorak,195.0,89.0,21.0,48.0,Veronika Vernadskaya,614.0,21426805.0,Adventure,Max Minghella,49312,843,Dato Bakhtadze,0.0,alien|aurora borealis|critically bashed|killing an animal|nightclub,211.0,English,USA,PG-13,30000000.0,2011.0,150.0,4.9,2.35,0,average
1529,Scott Speer,121.0,99.0,35.0,433.0,Stephen Boss,3000.0,35057332.0,Music,Ryan Guzman,45394,4863,Misha Gabriel Hamilton,0.0,3 dimensional|dance|dancer|dancing|flash mob,72.0,English,USA,PG-13,33000000.0,2012.0,594.0,6.5,2.35,19000,average
1530,David R. Ellis,285.0,105.0,160.0,491.0,Kenan Thompson,852.0,34014398.0,Adventure,Lin Shaye,115649,2604,Rachel Blanchard,0.0,baby rattle|famous line|murder|passenger|snake,1033.0,English,Germany,R,33000000.0,2006.0,521.0,5.6,2.35,4000,average
1531,Joe Charbanic,103.0,97.0,10.0,178.0,Joseph Sikora,18000.0,28927720.0,Mystery,Keanu Reeves,22220,18688,Chris Ellis,0.0,fbi|murder|scene of the crime|serial killer|therapy,181.0,English,USA,R,33000000.0,2000.0,223.0,5.3,1.85,463,average
1532,Jonathan Hensleigh,192.0,140.0,36.0,336.0,Marco St. John,669.0,33682273.0,Drama,Laura Harring,124242,2114,Eddie Jemison,1.0,death|family reunion|fbi|fbi agent|vigilante,622.0,English,USA,R,33000000.0,2004.0,403.0,6.5,2.35,4000,average
1533,Danny Cannon,90.0,118.0,41.0,577.0,Kuno Becker,722.0,4280577.0,Romance,Sean Pertwee,50919,2859,Stephen Dillane,0.0,barrio|border|newcastle united|party|soccer,114.0,English,USA,PG-13,10000000.0,2005.0,580.0,6.8,2.35,0,hit
1534,Boaz Yakin,258.0,94.0,132.0,317.0,Reggie Lee,26000.0,17120019.0,Action,Jason Statham,83097,27759,Robert John Burke,2.0,bodyguard|gang war|russian|russian mafia|triad,134.0,English,USA,R,30000000.0,2012.0,828.0,6.5,2.35,12000,average
1535,Mike Newell,56.0,124.0,179.0,551.0,Kurt Fuller,11000.0,8406264.0,Romance,Angelina Jolie Pitt,24826,13093,Jake Weber,3.0,air traffic control|air traffic controller|female bodybuilder|job|marriage,175.0,English,USA,R,38000000.0,1999.0,617.0,6.0,2.35,783,average
1536,Richard Marquand,197.0,134.0,37.0,504.0,Ian McDiarmid,11000.0,309125409.0,Fantasy,Harrison Ford,681857,13649,Kenny Baker,0.0,death star|emperor|empire|princess|rebel,647.0,English,USA,PG,32500000.0,1983.0,1000.0,8.4,2.35,14000,hit
1537,Neil Marshall,254.0,113.0,197.0,43.0,Jason Cope,165.0,10955425.0,Sci-Fi,Ryan Kruger,62770,391,Jeremy Crutchley,1.0,cure|quarantine|scotland|virus|wall,396.0,English,UK,R,30000000.0,2008.0,107.0,6.0,2.35,0,average
1538,Stephen Daldry,299.0,124.0,335.0,50.0,David Kross,14000.0,34180954.0,Romance,Kate Winslet,189812,14504,Susanne Lothar,0.0,love|reading|teaching oneself to read|trial|war crime,370.0,English,USA,R,32000000.0,2008.0,388.0,7.6,1.85,15000,hit
1540,Jon Favreau,152.0,97.0,4000.0,8000.0,Zooey Deschanel,22000.0,173381405.0,Family,Peter Dinklage,147597,43354,Will Ferrell,1.0,baby|christmas spirit|elf|new york city|north pole,395.0,English,USA,PG,33000000.0,2003.0,11000.0,6.9,1.85,21000,hit
1541,Jon Turteltaub,53.0,123.0,226.0,796.0,Kyra Sedgwick,3000.0,104632573.0,Romance,Robert Duvall,63839,5975,David Gallagher,1.0,brain tumor|genius|psionic power|telekinesis|terminal illness,118.0,English,USA,PG,32000000.0,1996.0,941.0,6.4,2.35,0,average
1542,Brian Levant,67.0,99.0,32.0,521.0,Nichelle Nichols,773.0,81150692.0,Family,James Coburn,20219,2916,M. Emmet Walsh,1.0,dentist|dog|inheritance|race|sled dog,100.0,English,Canada,PG,35000000.0,2002.0,664.0,5.1,1.85,0,average
1543,Richard Donner,88.0,101.0,503.0,1000.0,Alfre Woodard,13000.0,60328558.0,Comedy,Bill Murray,61396,18734,Robert Mitchum,1.0,christmas|compassion|executive|ghost|redemption,159.0,English,USA,PG-13,32000000.0,1988.0,1000.0,7.0,1.85,11000,hit
1544,Jared Hess,163.0,92.0,100.0,327.0,Moises Arias,678.0,80197993.0,Family,Ana de la Reguera,65551,1729,Héctor Jiménez,1.0,lucha libre|monastery|nun|orphan|wrestling,441.0,English,Germany,PG,32000000.0,2006.0,635.0,5.7,1.85,0,average
1545,Paul Feig,371.0,131.0,176.0,460.0,Wendi McLendon-Covey,722.0,169076745.0,Romance,Matt Lucas,218711,3229,Steve Bannos,6.0,best friend|failure|food|job|partial female nudity,485.0,English,USA,R,32500000.0,2011.0,655.0,6.8,2.35,27000,hit
1546,Evan Goldberg,418.0,107.0,133.0,9000.0,James Franco,17000.0,101470202.0,Comedy,Channing Tatum,310540,38751,Emma Watson,6.0,apocalypse|celebrity|ensemble cast|party|rapture,669.0,English,USA,R,32000000.0,2013.0,11000.0,6.7,2.35,97000,hit
1547,Rupert Wainwright,131.0,103.0,9.0,573.0,Enrico Colantoni,826.0,50041732.0,Horror,Nia Long,54390,3004,Portia de Rossi,0.0,catholic|priest|stigmata|vatican|wound,398.0,English,USA,R,29000000.0,1999.0,724.0,6.2,2.35,0,average
1548,George Tillman Jr.,98.0,129.0,88.0,975.0,Charlize Theron,22000.0,48814909.0,Biography,Robert De Niro,89424,36069,Michael Rapaport,0.0,african american|amputee|navy|racial discrimination|racism,224.0,English,USA,R,32000000.0,2000.0,9000.0,7.2,2.35,0,hit
1549,John Luessenhop,119.0,107.0,34.0,1000.0,Hayden Christensen,23000.0,57744720.0,Action,Paul Walker,46961,31529,Jay Hernandez,5.0,armored car|bank|falling out among thieves|heist|planning,132.0,English,USA,PG-13,20000000.0,2010.0,4000.0,6.2,2.35,0,average
1550,Justin Zackham,133.0,89.0,16.0,2000.0,Robert De Niro,49000.0,21784432.0,Comedy,Robin Williams,37493,74181,Topher Grace,8.0,adoption|divorce|family relationships|farce|wedding,108.0,English,USA,R,35000000.0,2013.0,22000.0,5.6,2.35,0,average
1551,John Whitesell,88.0,113.0,14.0,534.0,Tony Curran,918.0,37911876.0,Comedy,Brandon T. Jackson,19671,3500,Portia Doubleday,2.0,fbi agent|murder|performing arts school|scene during end credits|undercover,47.0,English,USA,PG-13,32000000.0,2011.0,845.0,4.4,2.35,0,average
1552,Duncan Jones,522.0,93.0,0.0,355.0,Cas Anvar,15000.0,54696902.0,Sci-Fi,Jake Gyllenhaal,379462,16034,Russell Peters,3.0,bomber|time|time loop|train|trapped in a time loop,571.0,English,USA,PG-13,32000000.0,2011.0,491.0,7.5,1.85,56000,hit
1553,Frank Marshall,43.0,120.0,155.0,240.0,Danny Nucci,344.0,36733909.0,Biography,Illeana Douglas,38949,2054,Michael DeLorenzo,3.0,andes mountains|crash|death|starvation|stranded,112.0,English,USA,R,32000000.0,1993.0,242.0,7.1,1.85,0,hit
1554,Joel Schumacher,224.0,98.0,541.0,897.0,Virginia Madsen,8000.0,35063732.0,Mystery,Logan Lerman,164608,10938,Ed Lauter,1.0,destiny|detective|imagination|murder|sex scene,383.0,English,USA,R,32000000.0,2007.0,912.0,6.4,2.35,10000,average
1555,Jean-Pierre Jeunet,122.0,105.0,0.0,223.0,Julian Richings,716.0,99462.0,Family,Callum Rennie,11347,1843,Judy Davis,1.0,3 dimensional|cartographer|punctuation in title|smithsonian|train,28.0,English,France,PG,33000000.0,2013.0,648.0,7.1,2.35,5000,hit
1557,John Gatins,75.0,98.0,61.0,83.0,Freddy Rodríguez,649.0,32701088.0,Family,Ken Howard,10018,1400,Holmes Osborne,1.0,colon in title|horse|kentucky|overalls|six word title,108.0,English,USA,PG,32000000.0,2005.0,579.0,6.9,2.35,0,hit
1558,David Cronenberg,441.0,96.0,0.0,882.0,Kyle Schmid,10000.0,31493782.0,Drama,Viggo Mortensen,186606,12754,William Hurt,1.0,bar|crotch shot|female full frontal nudity|female pubic hair|robbery,1125.0,English,USA,R,32000000.0,2005.0,917.0,7.5,1.85,0,hit
1559,Louis Leterrier,163.0,87.0,255.0,810.0,Jason Flemyng,26000.0,43095600.0,Action,Jason Statham,156267,29050,Matthew Modine,1.0,driver|french|kidnapping|police|sequel,340.0,English,France,PG-13,32000000.0,2005.0,1000.0,6.3,2.35,0,average
1560,Sam Raimi,63.0,107.0,0.0,159.0,Pat Hingle,29000.0,18636537.0,Action,Leonardo DiCaprio,69197,29743,Roberts Blossom,0.0,authority figure as villian|gun duel|saved from hanging|showdown|street shootout,216.0,English,Japan,R,32000000.0,1995.0,165.0,6.4,1.85,0,average
1561,Peter Howitt,90.0,90.0,29.0,142.0,Mike Doyle,638.0,17848322.0,Romance,Frances Fisher,18771,961,Nora Dunn,1.0,date|divorce|divorce lawyer|drinking|lawyer,102.0,English,Ireland,PG-13,28000000.0,2004.0,160.0,5.9,2.35,702,average
1562,Martin Scorsese,163.0,121.0,17000.0,245.0,Marc Anthony,12000.0,16640210.0,Drama,Nicolas Cage,53028,13040,Sonja Sohn,0.0,ambulance|ghost|hell|paramedic|rescue,382.0,English,USA,R,55000000.0,1999.0,368.0,6.8,2.35,0,hit
1563,Miguel Sapochnik,197.0,119.0,238.0,447.0,RZA,1000.0,13763130.0,Sci-Fi,Alice Braga,87768,2925,Yvette Nicole Brown,0.0,artificial organ|best friend|enforcer|future|near future,187.0,English,USA,R,32000000.0,2010.0,561.0,6.3,2.35,12000,average
1564,Hyung-rae Shim,93.0,107.0,26.0,535.0,Aimee Garcia,889.0,10956379.0,Fantasy,Robert Forster,21506,3274,Chris Mulkey,0.0,antique shop|asian dragon|dragon|korean|reporter,364.0,English,South Korea,PG-13,35000000.0,2007.0,618.0,3.6,2.35,0,average
1565,Norman Jewison,15.0,110.0,278.0,179.0,Nancy Travis,3000.0,4357000.0,Family,Haley Joel Osment,5176,3864,Andrea Martin,3.0,box office flop|circus|imaginary friend|magician|one word title,30.0,English,USA,PG,30000000.0,1996.0,359.0,5.3,1.85,350,average
1566,Don Scardino,260.0,100.0,35.0,7000.0,Olivia Wilde,12000.0,22525921.0,Comedy,Steve Buscemi,60596,32094,Steve Carell,4.0,magic|magic kit|magician|stage magician|vegas,158.0,English,USA,PG-13,30000000.0,2013.0,10000.0,5.9,2.35,13000,average
1567,Mark Dindal,18.0,75.0,10.0,826.0,Frank Welker,3000.0,3562749.0,Music,George Kennedy,5600,7394,Hal Holbrook,0.0,animal|cat|child star|hollywood|star,49.0,English,USA,G,32000000.0,1997.0,2000.0,6.9,1.33,643,hit
1568,Tim Robbins,70.0,132.0,0.0,876.0,Vanessa Redgrave,13000.0,2899970.0,Drama,Bill Murray,8039,16878,Emily Watson,2.0,1930s|depression|play|theatre|union,161.0,English,USA,R,32000000.0,1999.0,898.0,6.9,2.35,625,hit
1569,Steven Soderbergh,183.0,105.0,0.0,308.0,Beau Bridges,845.0,1304837.0,Drama,Tony Curran,21481,2355,Leland Orser,2.0,american|driver|journalist|russian|secret,175.0,English,USA,R,32000000.0,2006.0,552.0,6.1,1.66,559,average
1571,Francis Ford Coppola,261.0,289.0,0.0,3000.0,Marlon Brando,11000.0,78800000.0,Drama,Harrison Ford,450676,25313,Robert Duvall,1.0,army|green beret|insanity|jungle|vietnam,983.0,English,USA,R,31500000.0,1979.0,10000.0,8.5,2.35,19000,hit
1572,Nanette Burstein,167.0,102.0,8.0,472.0,Kelli Garner,839.0,17797316.0,Romance,Rob Riggle,50523,2961,Jim Gaffigan,0.0,bar|job|long distance relationship|male pubic hair|pubic hair,113.0,English,USA,R,32000000.0,2010.0,730.0,6.3,2.35,0,average
1573,Stephen Herek,42.0,143.0,65.0,320.0,Olympia Dukakis,975.0,82528097.0,Music,Alicia Witt,30230,2223,Jean Louisa Kelly,1.0,1990s|high school|high school teacher|teacher inspires students|teaching,154.0,English,USA,PG,6500000.0,1995.0,345.0,7.3,2.35,0,hit
1574,Ariel Vromen,130.0,113.0,34.0,24.0,Jordi Mollà,10000.0,14268533.0,Drama,Gary Oldman,17319,10910,Doug Cockle,2.0,cia|husband wife relationship|memory|tied up while barefoot|violence,100.0,English,UK,R,31500000.0,2016.0,877.0,6.3,2.35,0,average
1575,Sydney Pollack,66.0,161.0,521.0,184.0,Michael Gough,11000.0,87100000.0,Romance,Meryl Streep,52339,12518,Michael Kitchen,0.0,africa|hunter|love|marriage|plantation,200.0,English,USA,PG,31000000.0,1985.0,920.0,7.2,1.85,0,hit
1576,Robert Zemeckis,449.0,138.0,0.0,874.0,Bruce Greenwood,18000.0,93749203.0,Drama,Denzel Washington,264047,20952,Nadine Velazquez,0.0,airline|flight|flight attendant|lawyer|pilot,491.0,English,USA,R,31000000.0,2012.0,984.0,7.3,2.35,64000,hit
1577,Lewis Gilbert,121.0,126.0,43.0,177.0,Lois Chiles,244.0,62700000.0,Adventure,Desmond Llewelyn,69534,1008,Lois Maxwell,2.0,astronaut|dog|official james bond series|space shuttle|space shuttle transported on a 747,294.0,English,UK,PG,34000000.0,1979.0,202.0,6.3,2.35,0,average
1578,Wes Anderson,536.0,99.0,0.0,670.0,Tom Wilkinson,13000.0,59073773.0,Comedy,Bill Murray,475518,15082,F. Murray Abraham,0.0,first person narration|hotel|lobby boy|mentor protege relationship|painting,644.0,English,USA,R,25000000.0,2014.0,1000.0,8.1,1.37,149000,hit
1579,Scott Hicks,135.0,101.0,96.0,442.0,Mika Boorem,12000.0,24185781.0,Drama,Anthony Hopkins,30339,13811,Hope Davis,1.0,based on multiple works|bully|kiss|memory|mysterious stranger,268.0,English,USA,PG-13,31000000.0,2001.0,495.0,6.9,2.35,0,hit
1580,Frank Marshall,74.0,103.0,155.0,125.0,Peter Jason,687.0,53133888.0,Comedy,Julian Sands,50389,1440,Brian McNamara,0.0,arachnophobia|death|doctor|small town|spider,136.0,English,USA,PG-13,31000000.0,1990.0,151.0,6.3,1.85,0,average
1581,Gregory Hoblit,168.0,118.0,40.0,617.0,Andre Braugher,2000.0,44983704.0,Drama,Dennis Quaid,81866,4045,Noah Emmerich,0.0,altering history|alternate history|amateur radio|ham radio|paranormal phenomena,510.0,English,USA,PG-13,31000000.0,2000.0,702.0,7.3,2.35,0,hit
1582,Paul Feig,464.0,116.0,176.0,322.0,Kate McKinnon,783.0,118099659.0,Comedy,Ed Begley Jr.,69790,2097,Zach Woods,4.0,ghost|ghostbuster|ghostbusters|male objectification|reboot,1211.0,English,USA,PG-13,144000000.0,2016.0,370.0,5.5,2.35,62000,average
1583,John Francis Daley,204.0,99.0,0.0,816.0,Norman Reedus,26000.0,58879132.0,Comedy,Chris Hemsworth,66123,40312,Beverly D'Angelo,4.0,amusement park|dysfunctional family|road trip|sequel|vacation,219.0,English,USA,R,31000000.0,2015.0,12000.0,6.1,2.35,28000,average
1584,Barry Sonnenfeld,96.0,105.0,188.0,482.0,Rene Russo,848.0,72077000.0,Comedy,Delroy Lindo,62986,3439,Jon Gries,4.0,debt|loan shark|mobster|movie business|producer,150.0,English,USA,R,30250000.0,1995.0,808.0,6.9,1.85,0,hit
1585,Rob Marshall,223.0,113.0,252.0,90.0,Chita Rivera,539.0,170684505.0,Music,Colm Feore,172080,813,Jayne Eastwood,0.0,fame|jail|jazz age|murder|vaudeville,1017.0,English,USA,PG-13,45000000.0,2002.0,151.0,7.2,1.85,0,hit
1586,Dennis Dugan,112.0,93.0,221.0,781.0,Adam Sandler,12000.0,163479795.0,Comedy,Steve Buscemi,161858,26760,Joey Lauren Adams,0.0,homosexual|law|law school|responsibility|vomiting,289.0,English,USA,PG-13,34200000.0,1999.0,11000.0,6.4,1.85,0,average
1587,J.B. Rogers,142.0,108.0,6.0,1000.0,Shannon Elizabeth,3000.0,145096820.0,Comedy,Alyson Hannigan,200260,7872,Natasha Lyonne,0.0,beach|beach house|college|party|student,431.0,English,USA,R,30000000.0,2001.0,1000.0,6.4,1.85,0,average
1588,John Lasseter,166.0,74.0,487.0,802.0,John Ratzenberger,15000.0,191796233.0,Animation,Tom Hanks,623757,19046,Jim Varney,1.0,claw crane|cowboy|jealousy|rivalry|toy,391.0,English,USA,G,30000000.0,1995.0,1000.0,8.3,1.85,0,hit
1589,Jan de Bont,114.0,116.0,101.0,780.0,Alan Ruck,18000.0,121248145.0,Adventure,Keanu Reeves,260981,20966,Joe Morton,0.0,bomb|bus|elevator|explosive|rescue,373.0,English,USA,R,25000000.0,1994.0,946.0,7.2,2.35,0,hit
1590,Michael Sucsy,214.0,104.0,23.0,281.0,Lucas Bryant,17000.0,125014030.0,Romance,Channing Tatum,145852,18322,Dillon Casey,0.0,car accident|life support|memory loss|trauma|voice recording,164.0,English,USA,PG-13,30000000.0,2012.0,359.0,6.8,2.35,32000,hit
1591,Tom Vaughan,126.0,106.0,12.0,946.0,Brendan Fraser,11000.0,11854694.0,Drama,Harrison Ford,14281,17560,Alan Ruck,2.0,cure|disease|imagination|race against time|venture capital,64.0,English,USA,PG,31000000.0,2010.0,3000.0,6.5,1.85,0,average
1592,Boaz Yakin,157.0,120.0,132.0,1000.0,Denzel Washington,33000.0,115648585.0,Biography,Ryan Gosling,160776,54877,Ethan Suplee,1.0,american football|based on true story|head coach|high school|school,402.0,English,USA,PG,30000000.0,2000.0,18000.0,7.8,2.35,0,hit
1593,John McTiernan,104.0,135.0,323.0,495.0,Jeffrey Jones,826.0,122012643.0,Adventure,Scott Glenn,143696,2575,Courtney B. Vance,1.0,analyst|defection|navy|soviet submarine|submarine,241.0,English,USA,PG,30000000.0,1990.0,692.0,7.6,2.35,0,hit
1594,Lee Daniels,304.0,132.0,304.0,898.0,David Oyelowo,15000.0,116631310.0,Biography,Alex Pettyfer,87665,20035,Vanessa Redgrave,0.0,butler|civil rights|hotel|president|white house,323.0,English,USA,PG-13,30000000.0,2013.0,1000.0,7.2,1.85,41000,hit
1595,Rawson Marshall Thurber,191.0,92.0,43.0,936.0,Stephen Root,989.0,114324072.0,Sport,Gary Cole,185338,4730,Joel David Moore,0.0,dodgeball|gym|las vegas|pirate|ups,392.0,English,USA,PG-13,20000000.0,2004.0,939.0,6.7,2.35,0,hit
1596,Barry Sonnenfeld,55.0,99.0,188.0,436.0,Raul Julia,1000.0,113502246.0,Comedy,Anjelica Huston,96607,3696,Carel Struycken,0.0,accountant|loan shark|macabre|uncle|uncle fester,125.0,English,USA,PG-13,38000000.0,1991.0,1000.0,6.8,1.85,5000,hit
1597,Steve Oedekerk,59.0,90.0,176.0,460.0,Bob Gunton,531.0,108360000.0,Comedy,Bruce Spence,160321,2203,Sophie Okonedo,0.0,africa|bat|hawaiian shirt|pregnancy|pregnant,178.0,English,USA,PG-13,30000000.0,1995.0,461.0,6.3,2.35,0,average
1598,Garry Marshall,108.0,111.0,0.0,529.0,Hector Elizondo,11000.0,108244774.0,Family,Anne Hathaway,94049,13645,Heather Matarazzo,2.0,cinderella story|fish out of water|makeover|manners|princess,301.0,English,USA,G,37000000.0,2001.0,995.0,6.2,1.85,0,average
1599,Hugh Wilson,50.0,103.0,37.0,452.0,Elizabeth Berkley,944.0,105444419.0,Comedy,Stockard Channing,31817,3143,Stephen Collins,3.0,cult film|female therapist|revenge|revenge motive|therapy session,117.0,English,USA,PG,26000000.0,1996.0,893.0,6.2,1.85,0,average
1600,David Fincher,216.0,127.0,21000.0,360.0,Brad Pitt,11000.0,100125340.0,Drama,Morgan Freeman,1023511,22678,Reg E. Cathey,0.0,detective|police partner|serial killer|serial murder|seven deadly sins,1080.0,English,USA,R,33000000.0,1995.0,11000.0,8.6,2.35,39000,blockbuster
1601,Neill Blomkamp,472.0,112.0,662.0,107.0,Jed Brophy,2000.0,115646235.0,Sci-Fi,Sharlto Copley,531737,2639,Jason Cope,0.0,alien|ghetto|prawn|refugee|refugee camp,1262.0,English,South Africa,R,30000000.0,2009.0,433.0,8.0,1.85,22000,hit
1602,Stephen Hillenburg,89.0,87.0,47.0,217.0,Bill Fagerbakke,19000.0,85416609.0,Animation,Scarlett Johansson,58906,20097,Rodger Bumpass,0.0,based on tv series|crown|dream|king neptune|plankton,186.0,English,USA,PG,30000000.0,2004.0,542.0,7.0,1.85,0,hit
1603,Clint Eastwood,229.0,138.0,16000.0,262.0,Spencer Treat Clark,616.0,90135191.0,Drama,John Doman,338415,1942,Tom Guiry,0.0,ballistics|detective|friend|gun|sexual abuse,935.0,English,USA,R,25000000.0,2003.0,541.0,8.0,2.35,12000,hit
1604,Clint Eastwood,268.0,132.0,16000.0,567.0,Morgan Freeman,16000.0,100422786.0,Sport,Clint Eastwood,482064,28830,Mike Colter,1.0,boxing|boxing trainer|death|suicide attempt|women boxing,1106.0,English,USA,PG-13,30000000.0,2004.0,11000.0,8.1,2.35,14000,hit
1605,Harold Ramis,145.0,103.0,11000.0,636.0,Chazz Palminteri,22000.0,106694016.0,Comedy,Robert De Niro,123940,24333,Molly Shannon,2.0,analyst|mafia|patient|psychiatrist|wedding,337.0,English,USA,R,30000000.0,1999.0,979.0,6.7,1.85,0,hit
1606,Nick Cassavetes,177.0,123.0,415.0,545.0,Kevin Connolly,33000.0,64286.0,Romance,Ryan Gosling,396396,34495,Gena Rowlands,0.0,class differences|letter|nursing home|second chance|summer love,1111.0,English,USA,PG-13,29000000.0,2004.0,638.0,7.9,2.35,57000,hit
1607,Anne Fletcher,175.0,111.0,98.0,71.0,Bern Cohen,2000.0,76806312.0,Romance,Judy Greer,124501,2978,Yetta Gottesman,1.0,boss|bridesmaid|friend|love|wedding,154.0,English,USA,PG-13,30000000.0,2008.0,805.0,6.1,2.35,0,average
1608,Peter Chelsom,131.0,102.0,23.0,635.0,Vanessa Williams,1000.0,79566871.0,Music,Emily Osment,31760,4516,Moises Arias,2.0,farm|female protagonist|hannah montana|horseback riding|overalls,140.0,English,USA,G,30000000.0,2009.0,1000.0,4.2,1.85,0,average
1609,Stig Bergqvist,41.0,78.0,0.0,786.0,Casey Kasem,971.0,76501438.0,Animation,Elizabeth Daily,8146,4527,Debbie Reynolds,0.0,amusement park|baby|france|paris france|villain,49.0,English,Germany,G,30000000.0,2000.0,844.0,6.1,1.85,181,average
1610,Barbra Streisand,30.0,132.0,0.0,252.0,Blythe Danner,769.0,74787599.0,Romance,George Carlin,12549,1936,Melinda Dillon,1.0,new york|psychiatrist|shrimper|south carolina|twins,109.0,English,USA,R,30000000.0,1991.0,713.0,6.6,1.85,883,hit
1611,Edward Zwick,57.0,133.0,380.0,918.0,Brad Pitt,12000.0,66528842.0,Romance,Anthony Hopkins,112175,26388,Julia Ormond,2.0,epic|heart|killing an animal|passion|usa,329.0,English,USA,R,30000000.0,1994.0,11000.0,7.5,1.85,11000,hit
1612,Jason Reitman,391.0,108.0,655.0,940.0,Anna Kendrick,24000.0,83813460.0,Romance,J.K. Simmons,270238,35209,Chris Lowell,0.0,airport|business trip|downsizing|on the road|travel,452.0,English,USA,R,25000000.0,2009.0,10000.0,7.4,1.85,19000,hit
1613,Alexander Payne,217.0,125.0,729.0,322.0,June Squibb,442.0,65010106.0,Comedy,Hope Davis,107557,1556,Howard Hesseman,1.0,highway travel|on the road|retirement|road movie|wedding,612.0,English,USA,R,30000000.0,2002.0,344.0,7.2,1.85,0,hit
1614,Jonathan Levine,452.0,98.0,129.0,7.0,Vincent Leclerc,303.0,66359959.0,Romance,Cory Hardrict,184641,337,Daniel Rindress-Kay,0.0,fight|memory|teenager|undead|zombie,326.0,English,USA,PG-13,35000000.0,2013.0,18.0,6.9,2.35,81000,hit
1615,Rian Johnson,589.0,119.0,0.0,502.0,Bruce Willis,23000.0,66468315.0,Drama,Joseph Gordon-Levitt,428916,37387,Tracie Thoms,0.0,chase|future|surprise ending|time loop|time travel,667.0,English,USA,R,30000000.0,2012.0,13000.0,7.4,2.35,75000,hit
1616,Chris Weitz,61.0,87.0,129.0,560.0,Mark Addy,979.0,64172251.0,Comedy,Chazz Palminteri,19079,2911,Wanda Sykes,1.0,angel|butler|heaven|manhattan new york city|reincarnation,122.0,English,USA,PG-13,30000000.0,2001.0,891.0,5.4,1.85,602,average
1617,Chris Noonan,79.0,91.0,108.0,204.0,Christine Cavanaugh,405.0,66600000.0,Family,Miriam Margolyes,94435,1185,Roscoe Lee Browne,0.0,dog|farmer|pig|sheep|sheepdog,182.0,English,Australia,G,30000000.0,1995.0,368.0,6.8,1.85,5000,hit
1618,David Frankel,234.0,100.0,64.0,329.0,Steve Carell,11000.0,63536011.0,Romance,Meryl Streep,34258,19420,Jean Smart,2.0,couple|intimacy|marriage|marriage counseling|middle age couple,178.0,English,USA,PG-13,30000000.0,2012.0,7000.0,6.3,2.35,0,average
1619,Nicholas Stoller,253.0,118.0,89.0,344.0,Jack McBrayer,15000.0,62877175.0,Romance,Mila Kunis,217507,16758,Maria Thayer,1.0,breakup|hawaii|hotel|male full frontal nudity|resort,325.0,English,USA,R,30000000.0,2008.0,975.0,7.2,1.85,0,hit
1621,John Singleton,123.0,109.0,309.0,482.0,Tony Nappo,1000.0,74484168.0,Drama,Josh Charles,109894,2740,Fionnula Flanagan,3.0,bare butt|corrupt police|four brothers|funeral|murder,340.0,English,USA,R,45000000.0,2005.0,654.0,6.9,2.35,0,hit
1622,Michael McCullers,145.0,99.0,5.0,966.0,Amy Poehler,2000.0,60269340.0,Romance,Tina Fey,34079,6930,Romany Malco,2.0,baby|book|cartoon on tv|female protagonist|male anorexia,97.0,English,USA,PG-13,30000000.0,2008.0,1000.0,6.0,1.85,0,average
